epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,306.177,1.53756,0.77322,0.91988,0.99313,0.97561,0.99452,0.57736,1.46098,0.70513,0.87982,0.00168716,0.00168716,0.00168716
81,309.73,1.5878,0.76204,0.90829,0.95321,0.99382,0.99236,0.56116,1.5003,0.73485,0.8931,0.0016832,0.0016832,0.0016832
82,313.387,1.44879,0.7042,0.89043,0.93003,0.97263,0.96936,0.538,1.55491,0.7877,0.90498,0.00167924,0.00167924,0.00167924
83,316.881,1.54416,0.72829,0.91894,0.95224,0.97261,0.97149,0.53519,1.52741,0.74171,0.90133,0.00167528,0.00167528,0.00167528
84,320.693,1.47181,0.73011,0.91733,0.94498,0.97561,0.98568,0.57477,1.3878,0.71824,0.87426,0.00167132,0.00167132,0.00167132
85,325.234,1.45866,0.74269,0.92104,0.94751,0.97561,0.99149,0.56312,1.44962,0.71924,0.8802,0.00166736,0.00166736,0.00166736
86,329.507,1.45169,0.67748,0.8868,0.94545,0.97561,0.97666,0.57683,1.49095,0.7028,0.88446,0.0016634,0.0016634,0.0016634
87,332.963,1.46447,0.71661,0.90553,0.98929,0.97561,0.97678,0.58252,1.47895,0.67893,0.88834,0.00165944,0.00165944,0.00165944
88,336.646,1.45357,0.73953,0.8919,0.97539,0.96672,0.98171,0.55841,1.59335,0.72961,0.90542,0.00165548,0.00165548,0.00165548
89,340.25,1.47413,0.70791,0.90252,1,0.95106,0.98178,0.55742,1.61963,0.7457,0.90784,0.00165152,0.00165152,0.00165152
90,343.811,1.47116,0.7236,0.90388,0.99279,0.97561,0.97628,0.55373,1.57838,0.73478,0.90131,0.00164756,0.00164756,0.00164756
91,347.712,1.48058,0.73071,0.90682,0.99064,0.97561,0.9788,0.55965,1.57601,0.74702,0.90386,0.0016436,0.0016436,0.0016436
92,351.646,1.50254,0.74654,0.91236,0.99589,0.95122,0.97539,0.5496,1.58733,0.75157,0.89949,0.00163964,0.00163964,0.00163964
93,355.991,1.55594,0.71673,0.90479,0.99448,0.95122,0.99315,0.4951,1.66024,0.73225,0.91289,0.00163568,0.00163568,0.00163568
94,360.707,1.61581,0.71545,0.90357,0.99001,0.95122,0.97619,0.4548,1.77457,0.77065,0.93747,0.00163172,0.00163172,0.00163172
95,364.805,1.49422,0.72235,0.90342,0.99004,0.95122,0.97596,0.50041,1.68136,0.74544,0.91968,0.00162776,0.00162776,0.00162776
96,368.949,1.43733,0.71764,0.88613,0.95231,0.97402,0.97288,0.53394,1.59557,0.72642,0.89601,0.0016238,0.0016238,0.0016238
97,372.778,1.37168,0.74038,0.89759,0.97105,0.97561,0.97574,0.54738,1.5838,0.72357,0.89384,0.00161984,0.00161984,0.00161984
98,376.674,1.41173,0.69511,0.89879,0.9714,0.97561,0.97581,0.53212,1.58689,0.74442,0.89046,0.00161588,0.00161588,0.00161588
99,380.804,1.39545,0.67042,0.87839,0.99522,0.95122,0.97654,0.55745,1.55593,0.7268,0.88445,0.00161192,0.00161192,0.00161192
100,385.086,1.32107,0.65938,0.86715,1,0.9733,0.97659,0.56675,1.50841,0.70067,0.87912,0.00160796,0.00160796,0.00160796
101,388.729,1.33748,0.63668,0.87857,0.99949,0.97561,0.97637,0.56547,1.51396,0.73469,0.88017,0.001604,0.001604,0.001604
102,393.001,1.41583,0.66033,0.87833,0.9971,0.97561,0.97625,0.56795,1.49828,0.78014,0.88,0.00160004,0.00160004,0.00160004
103,397.209,1.39968,0.67267,0.88602,0.99804,0.97561,0.97604,0.58113,1.46848,0.77518,0.88092,0.00159608,0.00159608,0.00159608
104,401.23,1.41442,0.6833,0.8872,0.97537,0.96615,0.97559,0.58133,1.45687,0.71967,0.88288,0.00159212,0.00159212,0.00159212
105,405.544,1.38684,0.64704,0.88469,0.97527,0.96183,0.97565,0.58361,1.46525,0.70414,0.88445,0.00158816,0.00158816,0.00158816
106,409.529,1.33443,0.65973,0.88119,0.97538,0.96627,0.97581,0.58406,1.44284,0.66762,0.87947,0.0015842,0.0015842,0.0015842
107,414.29,1.43266,0.67068,0.87756,0.99456,0.97561,0.97662,0.57295,1.49113,0.65026,0.8843,0.00158024,0.00158024,0.00158024
108,418.836,1.49202,0.6849,0.89918,0.96943,0.97561,0.98251,0.5446,1.53995,0.68599,0.88997,0.00157628,0.00157628,0.00157628
109,423.608,1.3628,0.65679,0.89172,0.96998,0.97561,0.98272,0.57129,1.47666,0.67841,0.88352,0.00157232,0.00157232,0.00157232
110,429.319,1.29704,0.65815,0.86016,0.97113,0.97561,0.9826,0.58327,1.47548,0.68454,0.87841,0.00156836,0.00156836,0.00156836
111,433.375,1.35318,0.67676,0.87053,0.97559,0.97493,0.98218,0.58195,1.51824,0.67788,0.88151,0.0015644,0.0015644,0.0015644
112,437.486,1.36598,0.6718,0.89054,0.97445,0.97561,0.98271,0.59103,1.48923,0.67783,0.87952,0.00156044,0.00156044,0.00156044
113,442.46,1.27836,0.65867,0.86881,0.97128,0.97561,0.98288,0.57244,1.53181,0.69843,0.88858,0.00155648,0.00155648,0.00155648
114,446.323,1.40884,0.65307,0.88038,0.99273,0.97561,0.98312,0.5384,1.592,0.6878,0.89284,0.00155252,0.00155252,0.00155252
115,450.155,1.29062,0.6258,0.87424,0.98821,0.97561,0.97698,0.54905,1.56956,0.68655,0.886,0.00154856,0.00154856,0.00154856
116,454.042,1.35874,0.64478,0.897,1,0.97229,0.99047,0.55605,1.53996,0.70953,0.88853,0.0015446,0.0015446,0.0015446
117,459.617,1.40014,0.64939,0.89833,0.9498,0.97561,0.98349,0.54205,1.6283,0.71539,0.90777,0.00154064,0.00154064,0.00154064
118,464.681,1.3839,0.66533,0.9023,0.9739,0.97561,0.97632,0.56606,1.57457,0.69034,0.89322,0.00153668,0.00153668,0.00153668
119,469.694,1.39112,0.6471,0.90115,0.96877,0.97561,0.97309,0.52219,1.64195,0.69297,0.90607,0.00153272,0.00153272,0.00153272
120,474.06,1.47586,0.6895,0.87123,0.97243,0.97561,0.96939,0.5396,1.53276,0.70581,0.89011,0.00152876,0.00152876,0.00152876
121,478.178,1.38122,0.68081,0.87711,0.99471,0.97561,0.97613,0.55041,1.55172,0.71332,0.8878,0.0015248,0.0015248,0.0015248
122,482.32,1.43376,0.65732,0.88893,0.97606,0.99448,0.99,0.49812,1.70596,0.75761,0.92359,0.00152084,0.00152084,0.00152084
123,486.219,1.57215,0.70307,0.90625,0.97103,0.97561,0.97544,0.51907,1.64883,0.74591,0.90949,0.00151688,0.00151688,0.00151688
124,490.198,1.34627,0.64914,0.86714,0.97547,0.97561,0.97684,0.57578,1.40517,0.66384,0.86833,0.00151292,0.00151292,0.00151292
125,494.099,1.39544,0.67648,0.91238,0.97249,0.97561,0.97695,0.57679,1.42867,0.65399,0.87106,0.00150896,0.00150896,0.00150896
126,498.109,1.37852,0.65279,0.8721,0.97499,0.97561,0.97698,0.56775,1.45478,0.6586,0.87565,0.001505,0.001505,0.001505
127,502.91,1.29975,0.61324,0.88427,0.99213,0.97561,0.9772,0.56667,1.52487,0.67411,0.88703,0.00150104,0.00150104,0.00150104
128,507.23,1.48396,0.68242,0.88903,0.99671,0.97561,0.97689,0.57483,1.49514,0.67106,0.88852,0.00149708,0.00149708,0.00149708
129,510.921,1.26912,0.61939,0.88329,0.99355,0.97561,0.9766,0.56209,1.45295,0.66035,0.88563,0.00149312,0.00149312,0.00149312
130,514.466,1.37383,0.64086,0.87872,0.99144,0.97561,0.97658,0.55024,1.53503,0.67882,0.90316,0.00148916,0.00148916,0.00148916
131,518.398,1.29389,0.64007,0.88139,0.99183,0.97561,0.97651,0.56589,1.49323,0.67076,0.89282,0.0014852,0.0014852,0.0014852
132,522.319,1.30406,0.61858,0.89522,0.99358,0.97561,0.97702,0.5629,1.52614,0.67,0.88618,0.00148124,0.00148124,0.00148124
133,526.389,1.28914,0.60057,0.87595,0.97241,0.97561,0.97732,0.49526,1.68167,0.6953,0.91844,0.00147728,0.00147728,0.00147728
